REGION,PROV_CODE,PROV_NAME,DIST_CODE,DIST_NAME,INC_DATE,INC_TYPE,Persons_killed,Persons_injured,Families_affected,Individuals_affected2,Houses_damaged,Houses_destroyed
Capital,1,Kabul,104,Paghman,29/03/2020,Flood / flash flood,0,0,10,70,10,0
Capital,2,Kapisa,201,Mahmud-e-Raqi,29/03/2020,Flood / flash flood,0,0,11,77,0,0
Capital,2,Kapisa,204,Hisa-e-Duwum-e-Kohestan,29/03/2020,Flood / flash flood,0,0,15,105,0,0
South Eastern,25,Paktika,2509,Sarobi,30/03/2020,Flood / flash flood,0,0,7,49,7,0
South Eastern,25,Paktika,2510,Urgun,30/03/2020,Flood / flash flood,0,0,5,35,5,0
South Eastern,11,Ghazni,1104,Waghaz,30/03/2020,Flood / flash flood,0,0,0,0,0,0
South Eastern,25,Paktika,2501,Sharan,30/03/2020,Flood / flash flood,0,0,8,56,8,0
South Eastern,11,Ghazni,1105,Andar,30/03/2020,Flood / flash flood,0,0,0,0,0,0
South Eastern,25,Paktika,2506,Yahyakhel,30/03/2020,Flood / flash flood,0,0,3,21,3,0
South Eastern,25,Paktika,2503,Yosufkhel,30/03/2020,Flood / flash flood,0,0,4,28,4,0
South Eastern,11,Ghazni,1102,Khwajaumari,31/03/2020,Flood / flash flood,0,0,4,28,4,0
South Eastern,11,Ghazni,1102,Khwajaumari,31/03/2020,Flood / flash flood,0,0,6,42,6,0
South Eastern,11,Ghazni,1102,Khwajaumari,31/03/2020,Flood / flash flood,0,0,4,28,4,0
Southern,24,Zabul,2401,Qalat,01/04/2020,Flood / flash flood,0,0,9,89,9,0
Eastern,14,Nuristan,1401,Poruns,01/04/2020,Landslide / mudflow,0,0,4,28,4,0
Southern,32,Hilmand,3204,Nawa-e-Barakzaiy,02/04/2020,Flood / flash flood,0,0,21,172,21,0
Southern,34,Nimroz,3403,Charburjak,04/04/2020,Remove,0,0,18,123,18,0
Southern,34,Nimroz,3405,Khashrod,04/04/2020,Remove,0,0,22,198,22,0
Eastern,6,Nangarhar,602,Behsud,06/04/2020,Flood / flash flood,0,0,4,48,4,0
Eastern,6,Nangarhar,603,Surkhrod,06/04/2020,Flood / flash flood,0,0,3,35,3,0
North Eastern,16,Takhar,1605,Chal,06/04/2020,Flood / flash flood,0,0,4,28,2,2
Eastern,6,Nangarhar,602,Behsud,06/04/2020,Flood / flash flood,0,0,7,67,7,0
Southern,23,Uruzgan,2301,Tirinkot,08/04/2020,Flood / flash flood,0,0,128,1048,128,0
Northern,28,Faryab,2801,Maymana,12/04/2020,Flood / flash flood,0,0,54,378,35,19
North Eastern,16,Takhar,1605,Chal,13/04/2020,Flood / flash flood,0,0,12,84,12,0
North Eastern,16,Takhar,1614,Khwajaghar,13/04/2020,Flood / flash flood,0,0,5,35,2,3
North Eastern,16,Takhar,1601,Taloqan,13/04/2020,Flood / flash flood,0,0,16,112,14,2
Eastern,13,Kunar,1301,Asadabad,14/04/2020,Flood / flash flood,0,3,68,471,68,0
Eastern,13,Kunar,1309,Khaskunar,14/04/2020,Flood / flash flood,6,0,2,13,1,1
Eastern,6,Nangarhar,615,Batikot,14/04/2020,Flood / flash flood,0,0,5,34,5,0
Eastern,6,Nangarhar,602,Behsud,14/04/2020,Flood / flash flood,0,0,3,38,3,0
Eastern,6,Nangarhar,613,Dehbala,14/04/2020,Flood / flash flood,0,0,11,104,11,0
Eastern,13,Kunar,1305,Marawara,14/04/2020,Flood / flash flood,0,0,17,132,17,0
Capital,2,Kapisa,201,Mahmud-e-Raqi,14/04/2020,Flood / flash flood,0,0,26,182,26,0
Capital,2,Kapisa,205,Tagab,14/04/2020,Flood / flash flood,0,0,17,119,17,0
Capital,2,Kapisa,202,Nejrab,14/04/2020,Flood / flash flood,0,0,17,119,17,0
Eastern,13,Kunar,1308,Chawkay,14/04/2020,Flood / flash flood,0,0,3,33,3,0
Capital,8,Panjsher,804,Dara,14/04/2020,Avalanche,0,0,10,70,0,10
Capital,2,Kapisa,207,Hisa-e- Awal-e- Kohestan,14/04/2020,Flood / flash flood,0,0,8,56,8,0
Eastern,6,Nangarhar,617,Achin,14/04/2020,Flood / flash flood,0,0,1,3,1,0
Eastern,13,Kunar,1310,Dangam,14/04/2020,Flood / flash flood,0,0,15,105,15,0
Eastern,6,Nangarhar,617,Achin,14/04/2020,Flood / flash flood,0,0,2,16,2,0
Capital,8,Panjsher,802,Shutul,14/04/2020,Flood / flash flood,0,0,3,21,3,0
Capital,8,Panjsher,801,Bazarak,14/04/2020,Flood / flash flood,0,0,3,21,3,0
Eastern,6,Nangarhar,606,Rodat,14/04/2020,Flood / flash flood,0,0,11,84,11,0
Eastern,6,Nangarhar,604,Khogyani,14/04/2020,Flood / flash flood,0,0,19,137,19,0
Eastern,6,Nangarhar,620,Lalpur,14/04/2020,Flood / flash flood,0,0,16,116,16,0
Eastern,6,Nangarhar,603,Surkhrod,14/04/2020,Flood / flash flood,0,0,3,27,3,0
Capital,2,Kapisa,204,Hisa-e-Duwum-e-Kohestan,14/04/2020,Flood / flash flood,0,0,29,203,29,0
Eastern,13,Kunar,1305,Marawara,14/04/2020,Flood / flash flood,0,0,5,35,5,0
Eastern,13,Kunar,1315,Nari,14/04/2020,Flood / flash flood,4,0,7,49,7,0
Eastern,13,Kunar,1302,Watapur,14/04/2020,Flood / flash flood,1,0,8,56,8,0
Eastern,13,Kunar,1304,Sarkani,14/04/2020,Flood / flash flood,0,0,10,70,10,0
Capital,1,Kabul,103,Shakardara,14/04/2020,Flood / flash flood,0,0,20,140,16,4
Eastern,7,Laghman,701,Mehtarlam,14/04/2020,Flood / flash flood,0,0,3,28,2,1
Eastern,7,Laghman,701,Mehtarlam,14/04/2020,Flood / flash flood,0,0,3,19,3,0
Eastern,13,Kunar,1307,Dara-e-Pech,14/04/2020,Flood / flash flood,0,0,10,70,10,0
Eastern,13,Kunar,1303,Narang,14/04/2020,Flood / flash flood,0,0,4,28,4,0
Eastern,13,Kunar,1313,Chapadara,14/04/2020,Flood / flash flood,0,0,12,84,12,0
Eastern,13,Kunar,1312,Ghaziabad,14/04/2020,Flood / flash flood,0,0,2,14,2,0
Capital,1,Kabul,101,Kabul,14/04/2020,Flood / flash flood,0,0,30,210,0,30
Capital,1,Kabul,101,Kabul,14/04/2020,Flood / flash flood,0,0,7,49,7,0
Capital,1,Kabul,101,Kabul,14/04/2020,Flood / flash flood,0,0,8,56,8,0
Eastern,7,Laghman,702,Alishang,14/04/2020,Flood / flash flood,0,0,36,192,36,0
Eastern,7,Laghman,701,Mehtarlam,14/04/2020,Flood / flash flood,0,0,15,80,15,0
Eastern,7,Laghman,704,Alingar,14/04/2020,Flood / flash flood,0,0,33,173,33,0
Capital,2,Kapisa,206,Alasay,14/04/2020,Flood / flash flood,0,0,8,56,8,0
Eastern,13,Kunar,1314,Nurgal,14/04/2020,Flood / flash flood,0,0,3,15,3,0
Eastern,13,Kunar,1306,Shigal Wa Sheltan,14/04/2020,Flood / flash flood,1,0,15,82,15,0
Eastern,7,Laghman,701,Mehtarlam,14/04/2020,Flood / flash flood,0,0,4,29,4,0
Eastern,7,Laghman,701,Mehtarlam,14/04/2020,Flood / flash flood,0,0,5,38,5,0
Eastern,7,Laghman,701,Mehtarlam,14/04/2020,Flood / flash flood,0,0,1,10,1,0
Eastern,7,Laghman,701,Mehtarlam,14/04/2020,Flood / flash flood,0,0,13,86,13,0
Eastern,7,Laghman,701,Mehtarlam,14/04/2020,Flood / flash flood,0,0,5,50,5,0
Eastern,7,Laghman,701,Mehtarlam,14/04/2020,Flood / flash flood,0,0,4,37,4,0
Capital,3,Parwan,306,Salang,15/04/2020,Flood / flash flood,0,0,4,28,4,0
North Eastern,17,Kunduz,1706,Khanabad,15/04/2020,Flood / flash flood,0,0,20,140,20,0
North Eastern,17,Kunduz,1701,Kunduz,15/04/2020,Flood / flash flood,0,0,13,91,13,0
North Eastern,17,Kunduz,1704,Chardarah,15/04/2020,Flood / flash flood,0,0,3,21,3,0
North Eastern,17,Kunduz,1703,Qala-e-Zal,15/04/2020,Flood / flash flood,0,0,14,98,14,0
Capital,3,Parwan,301,Charikar,15/04/2020,Flood / flash flood,0,0,10,70,10,0
Capital,3,Parwan,304,Bagram,15/04/2020,Flood / flash flood,0,0,7,49,7,0
Capital,3,Parwan,302,Jabalussaraj,15/04/2020,Flood / flash flood,0,0,2,14,2,0
Northern,28,Faryab,2802,Khwajasabzposh,16/04/2020,Flood / flash flood,0,0,24,168,10,14
North Eastern,15,Badakhshan,1519,Tagab,17/04/2020,Flood / flash flood,1,4,1,7,0,1
Southern,32,Hilmand,3208,Washer,18/04/2020,Flood / flash flood,0,0,0,0,0,0
Southern,32,Hilmand,3206,Musaqalah,18/04/2020,Flood / flash flood,0,0,0,0,0,0
Southern,34,Nimroz,3404,Chakhansur,18/04/2020,Remove,0,0,56,303,56,0
Southern,32,Hilmand,3207,Nawzad,18/04/2020,Flood / flash flood,0,0,0,0,0,0
North Eastern,16,Takhar,1605,Chal,20/04/2020,Flood / flash flood,0,0,0,0,0,0
South Eastern,11,Ghazni,1101,Ghazni,22/04/2020,Flood / flash flood,0,0,8,56,0,0
North Eastern,9,Baghlan,901,Pul-e-Khumri,22/04/2020,Flood / flash flood,0,0,19,7,0,19
Northern,28,Faryab,2804,Shirintagab,22/04/2020,Flood / flash flood,0,0,47,329,29,18
Capital,1,Kabul,101,Kabul,23/04/2020,Landslide / mudflow,0,0,57,399,37,20
North Eastern,16,Takhar,1601,Taloqan,29/04/2020,Flood / flash flood,0,0,40,280,34,6
North Eastern,9,Baghlan,905,Nahrin,01/05/2020,Flood / flash flood,0,0,2,7,0,2
North Eastern,9,Baghlan,903,Dahana-e-Ghori,01/05/2020,Flood / flash flood,0,0,30,7,15,15
North Eastern,16,Takhar,1601,Taloqan,01/05/2020,Flood / flash flood,0,0,86,602,66,20
North Eastern,15,Badakhshan,1509,Teshkan,02/05/2020,Flood / flash flood,1,4,12,84,0,12
Northern,28,Faryab,2805,Almar,03/05/2020,Landslide / mudflow,0,0,310,2170,224,86
Eastern,13,Kunar,1311,Barkunar,04/05/2020,Flood / flash flood,0,0,12,84,12,0
Eastern,13,Kunar,1306,Shigal Wa Sheltan,04/05/2020,Flood / flash flood,0,0,6,42,6,0
Eastern,13,Kunar,1312,Ghaziabad,04/05/2020,Flood / flash flood,0,0,2,14,2,0
Eastern,13,Kunar,1301,Asadabad,04/05/2020,Flood / flash flood,0,0,2,14,2,0
Eastern,13,Kunar,1314,Nurgal,04/05/2020,Flood / flash flood,0,0,10,72,3,7
Eastern,13,Kunar,1302,Watapur,04/05/2020,Flood / flash flood,0,0,3,21,3,0
Eastern,13,Kunar,1304,Sarkani,04/05/2020,Flood / flash flood,0,0,1,7,1,0
Eastern,13,Kunar,1309,Khaskunar,04/05/2020,Flood / flash flood,0,0,3,21,1,2
Eastern,13,Kunar,1315,Nari,04/05/2020,Flood / flash flood,0,0,5,35,5,0
Eastern,13,Kunar,1314,Nurgal,04/05/2020,Flood / flash flood,0,0,7,53,5,2
North Eastern,9,Baghlan,905,Nahrin,05/05/2020,Flood / flash flood,0,0,8,56,0,8
North Eastern,9,Baghlan,906,Tala Wa Barfak,05/05/2020,Flood / flash flood,0,0,12,84,0,12
North Eastern,15,Badakhshan,1507,Yawan,08/05/2020,Flood / flash flood,0,0,14,98,13,1
North Eastern,15,Badakhshan,1501,Fayzabad,09/05/2020,Flood / flash flood,0,0,6,42,2,4
North Eastern,17,Kunduz,1706,Khanabad,09/05/2020,Flood / flash flood,2,0,9,63,0,9
North Eastern,16,Takhar,1607,Farkhar,09/05/2020,Flood / flash flood,0,0,22,154,13,9
Eastern,6,Nangarhar,613,Dehbala,11/05/2020,Flood / flash flood,1,0,1,8,1,0
North Eastern,16,Takhar,1601,Taloqan,12/05/2020,Flood / flash flood,0,0,1,7,0,1
Capital,2,Kapisa,203,Kohband,14/05/2020,Flood / flash flood,0,0,0,0,0,0
Capital,2,Kapisa,201,Mahmud-e-Raqi,14/05/2020,Flood / flash flood,0,0,5,35,5,0
North Eastern,16,Takhar,1609,Rostaq,14/05/2020,Flood / flash flood,0,0,24,168,1,0
Capital,2,Kapisa,207,Hisa-e- Awal-e- Kohestan,14/05/2020,Flood / flash flood,0,0,11,77,11,0
Capital,2,Kapisa,204,Hisa-e-Duwum-e-Kohestan,14/05/2020,Flood / flash flood,0,0,13,91,13,0
North Eastern,17,Kunduz,1702,Emamsaheb,16/05/2020,Flood / flash flood,0,0,3,21,3,0
North Eastern,17,Kunduz,1705,Aliabad,16/05/2020,Flood / flash flood,0,0,18,126,18,0
Eastern,14,Nuristan,1401,Poruns,17/05/2020,Flood / flash flood,0,0,4,28,4,0
Eastern,6,Nangarhar,601,Jalalabad,18/05/2020,Remove,4,6,1,9,1,0
North Eastern,15,Badakhshan,1501,Fayzabad,19/05/2020,Remove,0,0,1,7,1,0
North Eastern,9,Baghlan,902,Baghlan-e-Jadid,21/05/2020,Flood / flash flood,0,0,3,21,3,0
North Eastern,9,Baghlan,911,Pul-e- Hesar,21/05/2020,Flood / flash flood,0,0,3,21,3,0
North Eastern,9,Baghlan,901,Pul-e-Khumri,21/05/2020,Flood / flash flood,0,0,25,175,18,7
North Eastern,15,Badakhshan,1501,Fayzabad,29/05/2020,Flood / flash flood,0,0,18,126,12,6
North Eastern,15,Badakhshan,1520,Yamgan,29/05/2020,Flood / flash flood,0,0,74,518,68,6
North Eastern,15,Badakhshan,1503,Argo,29/05/2020,Flood / flash flood,0,0,32,224,0,32
North Eastern,15,Badakhshan,1521,Jorm,29/05/2020,Flood / flash flood,0,0,16,112,11,5
North Eastern,15,Badakhshan,1512,Baharak,29/05/2020,Flood / flash flood,0,0,20,140,16,4
North Eastern,15,Badakhshan,1525,Shaki,29/05/2020,Flood / flash flood,0,0,5,35,0,5
North Eastern,15,Badakhshan,1513,Shuhada,29/05/2020,Flood / flash flood,0,0,7,49,5,2
North Eastern,9,Baghlan,904,Doshi,29/05/2020,Flood / flash flood,0,0,5,35,0,5
North Eastern,15,Badakhshan,1519,Tagab,29/05/2020,Flood / flash flood,0,0,16,112,15,1
Eastern,13,Kunar,1304,Sarkani,02/06/2020,Flood / flash flood,0,0,1,9,1,0
Eastern,13,Kunar,1308,Chawkay,02/06/2020,Flood / flash flood,0,0,1,4,1,0
Eastern,13,Kunar,1314,Nurgal,02/06/2020,Flood / flash flood,0,0,1,9,1,0
Eastern,13,Kunar,1311,Barkunar,02/06/2020,Flood / flash flood,0,0,2,14,2,0
Eastern,13,Kunar,1312,Ghaziabad,02/06/2020,Flood / flash flood,0,0,11,77,11,0
Eastern,13,Kunar,1305,Marawara,02/06/2020,Flood / flash flood,0,0,6,42,6,0
Eastern,13,Kunar,1313,Chapadara,02/06/2020,Flood / flash flood,0,0,11,77,11,0
Eastern,13,Kunar,1301,Asadabad,14/06/2020,Flood / flash flood,0,0,4,28,4,0
North Eastern,16,Takhar,1601,Taloqan,21/06/2020,Flood / flash flood,0,0,0,0,0,0
Eastern,13,Kunar,1314,Nurgal,23/06/2020,Flood / flash flood,0,0,11,82,11,0
Eastern,13,Kunar,1309,Khaskunar,23/06/2020,Flood / flash flood,0,0,3,16,3,0
Eastern,7,Laghman,704,Alingar,23/06/2020,Flood / flash flood,0,0,25,150,25,0
Eastern,7,Laghman,704,Alingar,23/06/2020,Flood / flash flood,0,0,20,120,20,0
Eastern,13,Kunar,1302,Watapur,23/06/2020,Flood / flash flood,0,0,1,14,1,0
Eastern,13,Kunar,1314,Nurgal,23/06/2020,Flood / flash flood,0,0,5,32,5,0
Eastern,7,Laghman,702,Alishang,23/06/2020,Flood / flash flood,0,0,4,24,4,0
Capital,3,Parwan,303,Shinwari,30/06/2020,Flood / flash flood,0,0,19,133,19,0
Eastern,6,Nangarhar,608,Kuzkunar,09/07/2020,Flood / flash flood,0,0,18,86,18,0
Eastern,13,Kunar,1306,Shigal Wa Sheltan,09/07/2020,Flood / flash flood,0,0,4,28,4,0
Eastern,6,Nangarhar,608,Kuzkunar,09/07/2020,Flood / flash flood,0,0,3,18,3,0
Eastern,6,Nangarhar,608,Kuzkunar,09/07/2020,Flood / flash flood,0,0,7,44,7,0
Eastern,13,Kunar,1309,Khaskunar,09/07/2020,Flood / flash flood,0,0,1,6,1,0
Eastern,13,Kunar,1305,Marawara,09/07/2020,Flood / flash flood,0,0,3,19,3,0
Eastern,13,Kunar,1310,Dangam,09/07/2020,Flood / flash flood,0,0,7,49,7,0
Central Highland,10,Bamyan,1003,Yakawlang,10/07/2020,Flood / flash flood,0,0,3,21,0,0
Central Highland,10,Bamyan,1002,Sayghan,10/07/2020,Flood / flash flood,0,0,3,21,0,0
Central Highland,10,Bamyan,1001,Bamyan,10/07/2020,Flood / flash flood,0,0,2,14,0,0
Central Highland,10,Bamyan,1007,Waras,10/07/2020,Flood / flash flood,2,2,29,203,0,0
Capital,8,Panjsher,806,Onaba(Anawa),13/07/2020,Flood / flash flood,0,0,2,14,2,0
Capital,8,Panjsher,802,Shutul,13/07/2020,Flood / flash flood,0,0,1,7,1,0
Capital,3,Parwan,301,Charikar,14/07/2020,Flood / flash flood,0,0,12,84,12,0
Capital,3,Parwan,304,Bagram,14/07/2020,Flood / flash flood,0,0,7,49,7,0
Capital,3,Parwan,306,Salang,14/07/2020,Flood / flash flood,0,0,10,70,10,0
Capital,3,Parwan,302,Jabalussaraj,14/07/2020,Flood / flash flood,0,0,7,49,7,0
Eastern,13,Kunar,1306,Shigal Wa Sheltan,25/07/2020,Flood / flash flood,0,0,4,28,4,0
Eastern,13,Kunar,1310,Dangam,25/07/2020,Flood / flash flood,0,0,7,49,7,0
Eastern,13,Kunar,1313,Chapadara,25/07/2020,Flood / flash flood,0,0,2,14,2,0
Central Highland,10,Bamyan,1001,Bamyan,26/07/2020,Flood / flash flood,0,0,38,266,0,0
Eastern,6,Nangarhar,608,Kuzkunar,01/08/2020,Flood / flash flood,15,6,287,1844,196,91
Capital,3,Parwan,301,Charikar,02/08/2020,Flood / flash flood,0,0,152,1064,152,0
Eastern,7,Laghman,701,Mehtarlam,02/08/2020,Flood / flash flood,1,1,14,98,14,0
Eastern,7,Laghman,702,Alishang,02/08/2020,Flood / flash flood,0,0,6,42,6,0
Eastern,13,Kunar,1301,Asadabad,02/08/2020,Flood / flash flood,0,0,2,14,2,0
Eastern,13,Kunar,1305,Marawara,02/08/2020,Flood / flash flood,0,0,6,45,6,0
Eastern,13,Kunar,1314,Nurgal,02/08/2020,Flood / flash flood,0,0,4,24,4,0
North Eastern,9,Baghlan,913,Khost Wa Fereng,07/08/2020,Landslide / mudflow,0,0,1,7,0,1
Southern,23,Uruzgan,2301,Tirinkot,08/08/2020,Flood / flash flood,0,0,0,0,0,0
Capital,1,Kabul,113,Surobi,25/08/2020,Flood / flash flood,1,4,58,406,58,0
Capital,3,Parwan,307,Ghorband,26/08/2020,Flood / flash flood,0,0,12,84,12,0
Capital,3,Parwan,303,Shinwari,26/08/2020,Flood / flash flood,0,0,20,140,20,0
Capital,3,Parwan,306,Salang,26/08/2020,Flood / flash flood,0,0,10,70,10,0
Capital,4,Wardak,407,Saydabad,26/08/2020,Flood / flash flood,0,0,394,2758,394,0
Capital,4,Wardak,403,Nerkh,26/08/2020,Flood / flash flood,0,0,117,819,0,117
Capital,4,Wardak,406,Chak,26/08/2020,Flood / flash flood,0,0,289,2023,289,0
South Eastern,12,Paktya,1203,Ahmadaba,26/08/2020,Flood / flash flood,0,0,3,21,3,0
South Eastern,12,Paktya,1201,Gardez,26/08/2020,Flood / flash flood,0,0,8,56,8,0
